tempo_s,clean,clean_empilhado,noisy,noisy_empilhado,stft_subtraction,stft_subtraction_empilhado,stft_wiener,stft_wiener_empilhado,wavelet_soft,wavelet_soft_empilhado
0.115625,0,3,-0.095387928,0.90461206,-0.015884776,-1.0158848,-0.034558047,-3.0345581,-0.073737383,-5.0737371
0.12025,0,3,-0.09770193,0.90229809,-0.0128177,-1.0128177,-0.032924123,-3.0329242,-0.14092587,-5.1409259
0.124875,0,3,-0.087160401,0.91283959,0.010465758,-0.98953426,-0.0058480306,-3.0058479,-0.15696429,-5.1569643
0.1295,0,3,-0.13189761,0.86810237,-0.0086748181,-1.0086749,-0.030535273,-3.0305352,-0.13301188,-5.1330118
0.134125,0,3,-0.13356882,0.86643118,-0.021073589,-1.0210736,-0.045544263,-3.0455441,-0.11419543,-5.1141953
0.13875,0,3,-0.025839588,0.97416043,0.0021914518,-0.99780858,0.0023244475,-2.9976757,-0.033808138,-5.0338082
0.143375,0,3,0.10592946,1.1059295,0.033773802,-0.96622622,0.056503043,-2.9434969,0.045718476,-4.9542813
0.148,0,3,0.084717862,1.0847179,0.0056969961,-0.99430299,0.020233419,-2.9797666,0.10590325,-4.8940969
0.152625,0,3,0.14475311,1.1447531,0.022350704,-0.97764927,0.055298474,-2.9447014,0.14067209,-4.8593278
0.15725,0,3,0.1207133,1.1207134,0.039928753,-0.96007127,0.076191865,-2.9238081,0.19272403,-4.8072758
0.161875,0,3,0.15658018,1.1565802,0.037831407,-0.96216857,0.076547302,-2.9234526,0.15624417,-4.8437557
0.1665,0,3,0.047693964,1.047694,0.0054644393,-0.99453557,0.017190535,-2.9828095,0.10815215,-4.8918476
0.171125,0,3,0.014655288,1.0146552,-0.0027076364,-1.0027076,-0.0018998191,-3.0018997,0.048143826,-4.9518561
0.17575,0,3,-0.16300796,0.83699203,-0.020828687,-1.0208287,-0.04691717,-3.0469172,-0.047586657,-5.0475864
0.180375,0,3,-0.11942775,0.88057226,-0.019205548,-1.0192056,-0.05023475,-3.0502348,-0.13544153,-5.1354413
0.185,0,3,-0.13832536,0.86167467,-0.033564404,-1.0335644,-0.073933832,-3.0739338,-0.16829473,-5.1682949
0.189625,0,3,-0.17959155,0.82040846,-0.062594764,-1.0625948,-0.11512761,-3.1151276,-0.17993584,-5.1799359
0.19425,0,3,-0.25723886,0.74276114,-0.061678536,-1.0616785,-0.11732756,-3.1173275,-0.17146021,-5.1714602
0.198875,0,3,-0.18601933,0.8139807,-0.037488382,-1.0374883,-0.074573644,-3.0745738,-0.12359612,-5.1235962
0.2035,0,3,-0.016969282,0.98303074,0.011016368,-0.98898363,0.014806034,-2.985194,-0.03915704,-5.0391569
0.208125,0,3,0.084203638,1.0842036,0.0028086484,-0.99719137,0.011356018,-2.9886439,0.034879293,-4.9651208
0.21275,0,3,0.14950965,1.1495097,0.020146566,-0.97985345,0.034508277,-2.9654918,0.089877501,-4.9101224
0.217375,0,3,0.15837996,1.1583799,0.031283908,-0.96871608,0.064284451,-2.9357154,0.12956567,-4.8704343
0.222,0,3,0.088317402,1.0883174,0.0027537313,-0.99724627,0.017031044,-2.982969,0.14555129,-4.8544488
0.226625,0,3,0.094102383,1.0941024,0.0010655134,-0.99893451,0.004845086,-2.9951549,0.1262361,-4.873764
0.23125,0,3,-0.081246868,0.91875315,-0.020322515,-1.0203226,-0.038626287,-3.0386262,0.088801585,-4.9111986
0.235875,0,3,-0.047051191,0.95294881,-0.025915541,-1.0259155,-0.047640976,-3.047641,0.037295755,-4.9627042
0.2405,0,3,0.0069419788,1.006942,0.013095283,-0.98690474,0.024221506,-2.9757786,-0.018493719,-5.0184937
0.245125,0,3,0.062992029,1.062992,0.018085971,-0.98191404,0.034299351,-2.9657006,-0.043897342,-5.0438972
0.24975,0,3,-0.052964728,0.94703525,0.01483128,-0.9851687,0.022710361,-2.9772897,-0.089647405,-5.0896473
0.254375,0,3,-0.046408415,0.95359159,0.0050393934,-0.99496061,0.014395817,-2.9856043,-0.10703471,-5.1070347
0.259,0,3,-0.15246643,0.84753358,-0.03159171,-1.0315917,-0.047634628,-3.0476346,-0.080477387,-5.0804772
0.263625,0,3,-0.051807731,0.94819224,0.0064972215,-0.9935028,0.007844354,-2.9921556,-0.05033252,-5.0503325
0.26825,0,3,0.066463031,1.066463,0.020697638,-0.97930235,0.031955451,-2.9680445,-0.012332585,-5.0123324
0.272875,0,3,-0.060549483,0.9394505,-0.020315057,-1.0203151,-0.035613634,-3.0356135,0.014952402,-4.9850478
0.2775,0,3,-0.03766666,0.96233332,-0.008628739,-1.0086287,-0.018156631,-3.0181565,0.022352625,-4.9776473
0.282125,0,3,0.086517639,1.0865177,0.0011930065,-0.99880701,0.002774786,-2.9972253,0.054915994,-4.9450841
0.28675,0,3,0.0098987473,1.0098988,-0.0098913349,-1.0098914,-0.016463716,-3.0164638,0.049133252,-4.9508667
0.291375,0,3,-0.067105792,0.93289423,-0.021741293,-1.0217413,-0.035587374,-3.0355873,0.033487536,-4.9665127
0.296,0,3,-0.025196813,0.97480321,-0.013805559,-1.0138055,-0.027462883,-3.027463,0.012493669,-4.9875064
0.300625,0.13700227,3.1370022,0.099978387,1.0999784,0.069313474,-0.93068653,0.074591547,-2.9254084,0.11355729,-4.8864427
0.30525,0.14512046,3.1451204,0.14229225,1.1422923,0.12295639,-0.8770436,0.1477599,-2.8522401,0.048765324,-4.9512348
0.309875,-0.28511366,2.7148864,-0.27752891,0.72247112,-0.25905687,-1.2590568,-0.25910425,-3.2591043,-0.1460273,-5.1460271
0.3145,0.14356397,3.143564,0.080571942,1.0805719,0.11702503,-0.88297498,0.11967872,-2.8803213,0.01932626,-4.9806738
0.319125,-0.17081794,2.8291821,-0.23676676,0.76323324,-0.22262228,-1.2226223,-0.24558793,-3.2455878,-0.14327189,-5.1432719
0.32375,0.093328789,3.0933287,0.18280318,1.1828032,0.097170949,-0.90282905,0.10896781,-2.8910322,0.30019504,-4.6998048
0.328375,0.49289078,3.4928908,0.59354949,1.5935495,0.4415645,-0.5584355,0.49633545,-2.5036645,0.41739798,-4.582602
0.333,-0.41573736,2.5842626,-0.30620837,0.69379163,-0.41440365,-1.4144037,-0.39296046,-3.3929605,-0.047691006,-5.0476909
0.337625,0.14136657,3.1413665,0.30501729,1.3050172,0.2060335,-0.79396653,0.22179678,-2.7782032,0.11116222,-4.8888378
0.34225,-0.30931568,2.6906843,-0.1504215,0.8495785,-0.23762432,-1.2376243,-0.20461169,-3.2046118,-0.072559886,-5.0725598
0.346875,0.3821353,3.3821354,0.42738673,1.4273868,0.41959465,-0.58040535,0.44154257,-2.5584574,0.31482789,-4.6851721
0.3515,-0.27369931,2.7263007,-0.36613047,0.63386953,-0.28464836,-1.2846484,-0.30815759,-3.3081577,-0.46357012,-5.4635701
0.356125,0.49182257,3.4918225,0.25155297,1.2515529,0.38465303,-0.61534697,0.34983823,-2.6501617,-0.03669931,-5.0366993
0.36075,-0.29628378,2.7037163,-0.53359663,0.46640337,-0.41551703,-1.4155171,-0.47785047,-3.4778504,-0.52292639,-5.5229263
0.365375,0.29536822,3.2953682,0.081066757,1.0810667,0.1576966,-0.8423034,0.085505076,-2.914495,-0.049546469,-5.0495462
0.37,0.0024415641,3.0024416,-0.25016934,0.74983066,-0.14169626,-1.1416962,-0.1886242,-3.1886241,-0.37660328,-5.3766031
0.374625,0.084447592,3.0844476,-0.091544434,0.90845555,0.00034787648,-0.99965215,-0.042330198,-3.0423303,-0.03920396,-5.0392041
0.37925,-0.099402182,2.9005978,-0.22307226,0.77692771,-0.1385999,-1.1385999,-0.17128974,-3.1712897,-0.15873359,-5.1587334
0.383875,0.13962695,3.139627,0.16906609,1.1690661,0.11606084,-0.88393915,0.15718056,-2.8428195,0.1600076,-4.8399925
0.3885,-0.094061255,2.9059386,0.038993344,1.0389934,-0.0038937936,-1.0038939,0.026049862,-2.9739501,0.28644678,-4.7135534
0.393125,-0.13904709,2.8609529,0.17128506,1.171285,0.048701212,-0.95129877,0.12270524,-2.8772948,0.24243066,-4.7575693
0.39775,0.17460236,3.1746023,0.49907562,1.4990757,0.33599061,-0.66400939,0.43432564,-2.5656743,0.36134642,-4.6386538
0.402375,-0.30333382,2.6966662,0.071147382,1.0711474,-0.10789129,-1.1078913,-0.025379734,-3.0253797,0.0043280069,-4.9956722
0.407,0.25605902,3.2560589,0.55404991,1.55405,0.40607792,-0.59392208,0.49083361,-2.5091665,0.23488934,-4.7651105
0.411625,0.27665973,3.2766597,0.4115141,1.411514,0.25527641,-0.74472356,0.34414533,-2.6558547,0.17415465,-4.8258452
0.41625,0.22230442,3.2223043,0.14928508,1.1492851,0.18218696,-0.81781304,0.18563172,-2.8143682,0.080348611,-4.9196515
0.420875,-0.056796882,2.9432032,-0.24101643,0.75898355,-0.14404134,-1.1440413,-0.19015715,-3.1901572,-0.05461318,-5.0546131
0.4255,-0.16813219,2.8318677,-0.43424138,0.56575859,-0.33318436,-1.3331844,-0.40426436,-3.4042645,-0.34865636,-5.3486562
0.430125,0.27723962,3.2772396,-0.1373508,0.8626492,0.024625814,-0.97537416,-0.070054248,-3.0700543,-0.224916,-5.224916
0.43475,-0.066166386,2.9338336,-0.39822435,0.60177565,-0.27094477,-1.2709448,-0.36026621,-3.3602662,-0.49990091,-5.4999008
0.439375,0.24406487,3.2440648,-0.075009018,0.92499101,0.033446435,-0.96655357,-0.043978386,-3.0439785,-0.078175373,-5.0781755
0.444,-0.17887509,2.821125,-0.43328577,0.56671423,-0.32535475,-1.3253548,-0.38679126,-3.3867912,-0.260014,-5.2600141
0.448625,0.13102043,3.1310205,0.10813761,1.1081376,0.11495308,-0.8850469,0.099424623,-2.9005754,0.09787529,-4.9021249
0.45325,-0.17237443,2.8276255,-0.01926522,0.98073477,-0.091162451,-1.0911624,-0.060385115,-3.0603852,0.049100224,-4.9508996
0.457875,0.029207213,3.0292072,0.2222971,1.2222971,0.15379739,-0.84620261,0.20446189,-2.7955382,0.23442441,-4.7655754
0.4625,-0.051120251,2.9488797,0.29803559,1.2980356,0.12356144,-0.87643856,0.22126697,-2.778733,0.28185102,-4.7181492
0.467125,0.12213925,3.1221392,0.4783656,1.4783657,0.33153164,-0.66846836,0.43108454,-2.5689154,0.38015229,-4.6198478
0.47175,-0.0091863852,2.9908137,0.18454625,1.1845462,0.13746741,-0.86253262,0.19781087,-2.8021891,0.33400118,-4.6659989
0.476375,0.1379789,3.1379788,0.35819387,1.3581939,0.24048209,-0.75951791,0.31792089,-2.6820791,0.27669799,-4.7233019
0.481,0.0041811788,3.0041811,0.068330206,1.0683302,0.034449004,-0.96555102,0.058040626,-2.9419594,0.058836274,-4.9411635
0.485625,-0.064091064,2.935909,-0.15356547,0.84643453,-0.10214054,-1.1021405,-0.11935773,-3.1193578,-0.021701241,-5.0217013
0.49025,0.11869052,3.1186905,-0.10563825,0.89436173,0.0078409584,-0.99215907,-0.026854426,-3.0268545,-0.09054333,-5.0905433
0.494875,0.057865068,3.0578651,-0.17700523,0.82299477,-0.0409449,-1.0409449,-0.11149967,-3.1114998,-0.25185564,-5.2518559
0.4995,0.17567055,3.1756706,-0.12514855,0.87485147,0.017730789,-0.98226923,-0.059154604,-3.0591545,-0.2284461,-5.228446
0.504125,-0.11377688,2.8862231,-0.41588151,0.58411849,-0.25945127,-1.2594513,-0.34800696,-3.348007,-0.25527287,-5.2552729
0.50875,-0.35381317,2.6461868,-0.63226366,0.36773634,-0.47058943,-1.4705894,-0.5584923,-3.5584922,-0.42147738,-5.4214773
0.513375,-0.15580231,2.8441978,-0.32588083,0.67411917,-0.21830666,-1.2183067,-0.2760199,-3.2760198,-0.25020519,-5.250205
0.518,0.08215864,3.0821586,0.036264446,1.0362644,0.061154887,-0.9388451,0.044582371,-2.9554176,-0.041289121,-5.0412893
0.522625,0.42376399,3.423764,0.44201884,1.4420189,0.43787932,-0.56212068,0.46306416,-2.5369358,0.47011769,-4.5298824
0.52725,-0.051700123,2.9482999,0.10012352,1.1001235,0.018655002,-0.981345,0.050984502,-2.9490156,0.14652857,-4.8534713
0.531875,-0.040957239,2.9590428,0.16100293,1.1610029,0.025257999,-0.974742,0.09318877,-2.9068112,0.18853471,-4.8114653
0.5365,-0.26826689,2.7317331,-0.069263473,0.93073654,-0.17710848,-1.1771085,-0.12042493,-3.120425,-0.001558844,-5.0015588
0.541125,-0.11246455,2.8875353,0.019947283,1.0199473,-0.075549215,-1.0755492,-0.045278888,-3.0452788,0.13928166,-4.8607183
0.54575,0.043246202,3.0432463,0.14274791,1.1427479,0.083883375,-0.9161166,0.095741332,-2.9042587,0.13924792,-4.8607521
0.550375,0.16245557,3.1624556,0.028243989,1.028244,0.12275869,-0.87724131,0.095135249,-2.9048648,0.14323661,-4.8567634
0.555,0.24791034,3.2479103,0.18556108,1.1855611,0.21719427,-0.78280574,0.20067628,-2.7993238,0.072862141,-4.9271379
0.559625,-0.095465153,2.9045348,-0.31092364,0.68907636,-0.13353963,-1.1335397,-0.19728719,-3.1972871,-0.22480983,-5.2248096
0.56425,-0.044985823,2.9550142,-0.18331119,0.81668878,-0.062049143,-1.0620492,-0.092116244,-3.0921164,-0.2201304,-5.2201304
0.568875,-0.18986213,2.8101377,-0.34168577,0.65831423,-0.21078767,-1.2107877,-0.2448446,-3.2448447,-0.21490352,-5.2149034
0.5735,-0.19636279,2.8036373,-0.24868475,0.75131524,-0.19371267,-1.1937127,-0.20374003,-3.2037401,-0.1578164,-5.1578164
0.578125,-0.13053212,2.869468,-0.045171492,0.9548285,-0.087863036,-1.0878631,-0.082094975,-3.0820949,-0.063280649,-5.0632806
0.58275,0.054568958,3.054569,0.042227663,1.0422276,0.0266208,-0.97337919,0.019043172,-2.9809568,0.022987109,-4.9770131
0.587375,0.26524544,3.2652454,0.35883361,1.3588336,0.27457911,-0.72542089,0.30146569,-2.6985343,0.28253174,-4.7174683
0.592,0.12305483,3.1230547,0.17486256,1.1748626,0.12611729,-0.87388271,0.12255838,-2.8774416,0.081407838,-4.918592
0.596625,0.054416362,3.0544164,0.15276107,1.1527611,0.073953107,-0.92604691,0.08117716,-2.9188228,0.041408323,-4.9585915
0.60125,0,3,0.092431165,1.0924312,0.032942958,-0.96705705,0.047043972,-2.952956,0.011279869,-4.9887199
0.605875,0,3,0.060549483,1.0605495,0.014688215,-0.98531181,0.025365235,-2.9746346,-0.0038947454,-5.0038948
0.6105,0,3,-0.046408415,0.95359159,0.0059400825,-0.99405992,0.0066724042,-2.9933276,-0.03052091,-5.0305209
0.615125,0,3,0.019926053,1.0199261,0.0028996463,-0.99710035,0.0070884707,-2.9929116,0.0031714106,-4.9968286
0.61975,0,3,-0.020568825,0.97943115,-0.0089943605,-1.0089943,-0.016853627,-3.0168536,-0.0057884986,-5.0057883
0.624375,0,3,0.16133673,1.1613368,0.030625375,-0.9693746,0.059842732,-2.9401572,0.044716835,-4.9552832
0.629,0,3,0.09770193,1.0977019,0.026920134,-0.97307986,0.042527109,-2.9574728,0.059232965,-4.9407668
0.633625,0,3,0.1442389,1.1442389,-0.0031353531,-1.0031353,0.0027496265,-2.9972503,0.091585897,-4.9084139
0.63825,0,3,0.041780431,1.0417805,-0.010144416,-1.0101445,-0.018581549,-3.0185816,0.092993371,-4.9070067
0.642875,0,3,0.15362342,1.1536235,0.018512622,-0.98148739,0.034549531,-2.9654505,0.079573147,-4.9204268
0.6475,0,3,0.039337881,1.0393379,0.0053881812,-0.9946118,0.0099763051,-2.9900236,0.044349995,-4.9556499
0.652125,0.019410435,3.0194104,-0.037668057,0.96233195,-0.0017634347,-1.0017635,-0.010454745,-3.0104547,-0.010730062,-5.0107303
0.65675,0.022950703,3.0229506,-0.11537466,0.88462532,-0.01809244,-1.0180924,-0.053365115,-3.0533652,-0.022512291,-5.0225124
0.661375,0.052829348,3.0528293,-0.20029575,0.79970425,-0.010798939,-1.0107989,-0.070018113,-3.0700181,-0.1391533,-5.1391535
0.666,0.024385123,3.0243852,-0.16934751,0.83065248,-0.03907048,-1.0390705,-0.087017,-3.0870171,-0.17602986,-5.1760297
0.670625,-0.048770245,2.9512298,-0.24893065,0.75106937,-0.12108486,-1.1210848,-0.17612427,-3.1761243,-0.25490624,-5.2549062
0.67525,-0.04907544,2.9509246,-0.26453391,0.73546612,-0.096059382,-1.0960593,-0.15366067,-3.1536608,-0.23372734,-5.2337275
0.679875,-0.14533411,2.854666,-0.13710658,0.8628934,-0.13322029,-1.1332203,-0.14346783,-3.1434679,-0.16464868,-5.1646485
0.6845,0.063724823,3.0637248,0.053183302,1.0531833,0.067020923,-0.93297911,0.071244895,-2.928755,0.023414884,-4.9765849
0.689125,0.27125779,3.2712579,0.51679814,1.5167981,0.32676318,-0.67323685,0.39629102,-2.603709,0.29035625,-4.7096438
0.69375,0.0078130057,3.007813,0.32277316,1.3227732,0.13087091,-0.86912906,0.2137558,-2.7862442,0.17880318,-4.821197
0.698375,-0.0092474241,2.9907525,0.29697099,1.296971,0.1637428,-0.83625722,0.24246266,-2.7575374,0.24961634,-4.7503839
0.703,-0.056888439,2.9431117,0.28403986,1.2840399,0.12373645,-0.87626356,0.20980024,-2.7901998,0.29555663,-4.7044435
0.707625,0.13443863,3.1344385,0.41173214,1.4117322,0.27096972,-0.72903025,0.3654618,-2.6345382,0.30479741,-4.6952028
0.71225,0.10425479,3.1042547,0.26854828,1.2685483,0.17289196,-0.82710803,0.22579968,-2.7742004,0.10730664,-4.8926935
0.716875,0.10355284,3.1035528,0.039403811,1.0394038,0.10795843,-0.89204156,0.10603381,-2.8939662,0.014570897,-4.9854293
0.7215,0.011261714,3.0112617,-0.08348345,0.91651654,-0.065819643,-1.0658196,-0.091247223,-3.0912473,-0.13647202,-5.1364722
0.726125,-0.1167678,2.8832321,-0.34161079,0.65838921,-0.23790884,-1.2379088,-0.31139633,-3.3113964,-0.2437672,-5.2437673
0.73075,-0.015137698,2.9848623,-0.36082256,0.63917744,-0.20664473,-1.2066448,-0.29929668,-3.2992966,-0.37512213,-5.3751221
0.735375,-0.0017090949,2.998291,-0.29198664,0.70801336,-0.16745745,-1.1674575,-0.24750151,-3.2475016,-0.29779592,-5.2977958
0.74,0.18464328,3.1846433,-0.078509167,0.92149085,0.037706606,-0.96229339,-0.029183617,-3.0291836,-0.14539187,-5.1453919
0.744625,-0.15354386,2.8464561,-0.33660644,0.66339356,-0.237507,-1.237507,-0.29595393,-3.295954,-0.18152693,-5.1815271
0.74925,-0.15580231,2.8441978,-0.14886034,0.85113966,-0.14393654,-1.1439365,-0.15134871,-3.1513486,-0.016978048,-5.0169783
0.753875,-0.046115041,2.9538851,0.17050041,1.1705004,0.023712667,-0.97628731,0.076798283,-2.9232018,0.077324256,-4.9226756
0.7585,0.1779595,3.1779594,0.55424047,1.5542405,0.34811303,-0.65188694,0.44481775,-2.5551822,0.38991609,-4.6100841
0.763125,0.093786582,3.0937865,0.31400156,1.3140016,0.25126579,-0.74873424,0.31235602,-2.687644,0.26453879,-4.7354612
0.76775,0.0072941729,3.0072942,0.39527369,1.3952737,0.22195484,-0.77804518,0.32467833,-2.6753216,0.34594333,-4.6540565
0.772375,-0.11289182,2.8871081,0.24102056,1.2410206,0.080866054,-0.91913396,0.16561227,-2.8343878,0.26232621,-4.7376738
0.777,-0.22541742,2.7745826,-0.082978293,0.91702169,-0.11143074,-1.1114308,-0.089853272,-3.0898533,0.13447644,-4.8655233
0.781625,-0.041872822,2.9581273,-0.02490354,0.97509646,-0.046212699,-1.0462127,-0.045705661,-3.0457056,0.021736912,-4.9782629
0.78625,0.14460164,3.1446016,-0.0025940239,0.99740601,0.069388077,-0.93061191,0.041092534,-2.9589074,-0.088668332,-5.0886683
0.790875,0.095617756,3.0956178,-0.13513878,0.86486125,-0.037394051,-1.037394,-0.096668459,-3.0966685,-0.27441281,-5.2744126
0.7955,0.17032963,3.1703296,-0.21944964,0.78055036,-0.036815122,-1.0368152,-0.13738291,-3.137383,-0.2353863,-5.2353864
0.800125,0.018494848,3.0184948,-0.30649263,0.69350737,-0.16665652,-1.1666565,-0.25448918,-3.2544892,-0.33620659,-5.3362064
0.80475,0.21586478,3.2158647,-0.10565171,0.89434826,0.043816276,-0.95618373,-0.027192527,-3.0271926,-0.14868961,-5.1486897
0.809375,-0.067173533,2.9328265,-0.20138511,0.79861486,-0.12732309,-1.1273232,-0.17086333,-3.1708634,-0.20661873,-5.2066188
0.814,-0.096441783,2.9035583,-0.17820287,0.82179713,-0.12926996,-1.12927,-0.15529612,-3.1552961,-0.07590384,-5.0759039
0.818625,-0.1275412,2.8724587,-0.092317089,0.9076829,-0.093869023,-1.093869,-0.093694411,-3.0936944,0.11483543,-4.8851647
0.82325,-0.29887798,2.701122,-0.11877219,0.88122779,-0.22387955,-1.2238796,-0.18371832,-3.1837182,0.062789358,-4.9372106
0.827875,-0.075688489,2.9243114,0.087319471,1.0873195,0.028757783,-0.97124219,0.075204723,-2.9247954,0.24655963,-4.7534404
0.8325,0.12183405,3.121834,0.41622537,1.4162254,0.2330184,-0.7669816,0.33597508,-2.6640248,0.26106146,-4.7389383
0.837125,0.06045923,3.0604591,0.24879256,1.2487925,0.16477345,-0.83522654,0.23107579,-2.7689242,0.25122449,-4.7487755
0.84175,0.17225234,3.1722524,0.26879728,1.2687973,0.20763698,-0.79236305,0.23554014,-2.7644598,0.23470952,-4.7652903
0.846375,0.063419633,3.0634196,0.19120347,1.1912035,0.096057676,-0.90394235,0.1208813,-2.8791187,0.010038736,-4.9899611
0.851,0.038515676,3.0385156,-0.052758489,0.94724149,-0.0023755452,-1.0023756,-0.021697013,-3.021697,0.052216567,-4.9477835
0.855625,-0.15223153,2.8477685,-0.32410979,0.67589021,-0.15891185,-1.1589118,-0.2109738,-3.2109737,-0.069051906,-5.0690517
0.86025,-0.10437687,2.8956232,-0.2344747,0.76552528,-0.1313962,-1.1313962,-0.17950463,-3.1795046,-0.24714844,-5.2471485
0.864875,-0.0077214465,2.9922786,-0.12432099,0.87567902,-0.072889775,-1.0728898,-0.1022298,-3.1022298,-0.11286017,-5.1128602
0.8695,-0.083745643,2.9162543,-0.1360676,0.86393237,-0.10097887,-1.1009789,-0.12560523,-3.1256051,-0.1594156,-5.1594157
0.874125,0.052829348,3.0528293,-0.080739476,0.9192605,0.042103015,-0.95789701,0.010818073,-2.989182,-0.13223316,-5.1322331
0.87875,0.04336828,3.0433683,-0.04957711,0.95042288,0.038317803,-0.9616822,0.025426554,-2.9745734,-0.1146625,-5.1146626
0.883375,-0.1190873,2.8809128,-0.26743996,0.73256004,-0.14913924,-1.1491393,-0.18316446,-3.1831644,-0.15098003,-5.15098
0.888,0.32622349,3.3262234,0.37803122,1.3780313,0.3038874,-0.69611263,0.34818998,-2.6518099,0.14149652,-4.8585033
0.892625,-0.030672152,2.9693279,-0.0025185701,0.99748141,-0.042162646,-1.0421627,-0.047661327,-3.0476613,0.014553223,-4.9854469
0.89725,-0.036989696,2.9630103,0.081281058,1.0812811,-0.050789993,-1.05079,-0.033978108,-3.0339782,0.16448389,-4.835516
0.901875,-0.10782558,2.8921745,0.035770535,1.0357705,-0.064829059,-1.0648291,-0.054771736,-3.0547717,0.15816975,-4.8418303
0.9065,-0.059757285,2.9402428,0.12510505,1.125105,0.0059773605,-0.99402267,0.023369776,-2.9766302,0.067161091,-4.9328389
0.911125,0.024171485,3.0241716,0.087163515,1.0871636,0.01501065,-0.98498935,0.018872466,-2.9811275,0.12858018,-4.8714199
0.91575,0.036562424,3.0365624,0.19082862,1.1908286,0.050746266,-0.94925374,0.086446494,-2.9135535,0.087813064,-4.9121871
0.920375,-0.54047078,2.4595292,-0.50756067,0.49243933,-0.47025886,-1.4702588,-0.51910108,-3.5191011,-0.20934591,-5.2093458
0.925,-0.055881299,2.9441187,-0.11475956,0.88524044,-0.075728096,-1.0757281,-0.099707142,-3.0997071,-0.01147667,-5.0114765
0.929625,-0.016755234,2.9832447,-0.066763192,0.93323684,-0.060799811,-1.0607998,-0.05689276,-3.0568929,0.039988291,-4.9600115
0.93425,0.22376934,3.2237694,0.31028697,1.310287,0.25158936,-0.74841064,0.27359211,-2.726408,0.083141454,-4.9168587
0.938875,0.082006037,3.082006,0.093190335,1.0931903,0.081722751,-0.91827726,0.07212016,-2.9278798,0.037655994,-4.9623442
0.9435,-0.023469536,2.9765306,-0.013570788,0.98642921,0.0066888719,-0.99331111,0.020488303,-2.9795117,-0.010917801,-5.0109177
